Site	Tag#	Species	x	y	Cored?	Year_1st_rec	Mort_Yr	Trunk	F_15_DBH	Sp_16_DBH	Su_16_DBH	Su_17_DBH	Su_18_DBH	Su_19_DBH																					
SJM	164.00	ABCO	67.00	92.00	N	2015.00	NA	1.00	1.00	NA	1.60	1.20	1.30	2.10																					
SJM	165.00	ABMA	66.00	91.00	N	2015.00	2018.00	1.00	4.00	NA	3.50	3.90	3.70	NA																					
SJM	165.00	ABMA	66.00	91.00	N	2015.00	2018.00	2.00	4.00	NA	3.00	2.90	2.60	NA																					
SJM	166.00	ABCO	79.00	38.00	N	2015.00	NA	1.00	91.70	NA	91.00	NA	91.80	90.90																					
SJM	167.00	PICO	79.50	39.00	Y	2015.00	NA	1.00	80.10	NA	78.50	80.30	80.40	NA																					
SJM	168.00	ABMA	75.00	22.00	N	2015.00	NA	1.00	91.60	NA	92.60	89.30	91.60	92.80																					
SJM	169.00	ABMA	65.00	34.00	N	2015.00	NA	1.00	8.90	NA	8.90	9.30	9.90	10.10																					
SJM	170.00	ABMA	76.00	23.00	N	2015.00	2017.00	1.00	49.00	NA	49.50	49.30	NA	NA																					
SJM	171.00	PICO	79.00	27.00	N	2015.00	NA	1.00	4.40	NA	5.00	5.00	5.20	4.90																					
SJM	172.00	ABMA	57.00	26.00	N	2015.00	2016.00	1.00	70.70	NA	69.50	NA	NA	NA																					
SJM	173.00	ABMA	54.00	20.00	N	2015.00	NA	1.00	29.10	NA	29.40	29.50	29.80	30.50																					
SJM	174.00	ABMA	52.00	19.50	N	2015.00	NA	1.00	52.10	NA	53.20	52.30	52.90	53.40																					
SJM	175.00	ABMA	48.00	22.00	N	2015.00	NA	1.00	30.90	NA	31.10	31.30	31.20	31.70																					
SJM	176.00	ABMA	48.00	26.00	N	2015.00	NA	1.00	59.60	NA	60.10	60.50	59.90	60.20																					
SJM	177.00	ABMA	42.00	28.00	N	2015.00	2019.00	1.00	23.20	NA	23.50	23.60	23.10	NA																					
SJM	178.00	ABMA	42.00	23.00	N	2015.00	2018.00	1.00	7.10	NA	7.10	6.80	7.00	NA																					
SJM	179.00	ABMA	42.00	26.00	N	2015.00	NA	1.00	7.80	NA	7.70	8.00	7.90	8.20																					
SJM	180.00	ABMA	79.00	45.00	N	2015.00	NA	1.00	13.40	NA	13.80	NA	14.00	14.80																					
SJM	181.00	ABMA	65.00	42.00	N	2015.00	NA	1.00	85.60	NA	87.30	90.40	90.10	86.30																					
SJM	182.00	ABMA	63.00	43.00	N	2015.00	NA	1.00	47.40	NA	47.30	48.60	48.00	48.20																					
SJM	183.00	ABCO	73.00	42.00	N	2015.00	NA	1.00	9.50	NA	9.80	10.10	10.80	10.40																					
SJM	184.00	ABMA	49.50	50.00	N	2015.00	NA	1.00	2.70	NA	3.00	3.30	3.50	NA																					
SJM	185.00	ABMA	41.00	58.00	N	2015.00	NA	1.00	3.30	NA	2.60	3.00	3.50	4.60																					
SJM	186.00	ABMA	39.00	51.00	N	2015.00	NA	1.00	1.20	NA	1.40	1.40	2.40	2.00																					
SJM	187.00	ABCO	48.00	56.00	N	2015.00	NA	1.00	4.50	NA	5.00	5.10	5.50	5.50																					
SJM	188.00	ABCO	47.00	56.00	N	2015.00	NA	1.00	15.50	NA	15.60	16.00	17.00	19.90																					
SJM	189.00	ABCO	53.00	83.00	N	2015.00	NA	1.00	44.20	NA	44.70	43.50	43.70	46.20																					
SJM	190.00	ABMA	76.00	79.00	N	2015.00	NA	1.00	27.50	NA	25.90	26.10	26.80	27.30																					
SJM	192.00	ABCO	46.00	58.00	N	2015.00	NA	1.00	7.00	NA	7.10	7.20	7.90	8.00																					
SJM	193.00	ABCO	43.00	59.00	N	2015.00	NA	1.00	1.30	NA	1.40	1.60	1.70	2.20																					
SJM	194.00	ABCO	60.00	55.00	N	2015.00	NA	1.00	2.90	NA	3.10	3.30	3.70	4.30																					
SJM	195.00	ABMA	60.00	41.00	N	2015.00	NA	1.00	1.10	NA	1.60	1.30	1.60	2.00																					
SJM	196.00	PIMO	44.00	56.00	Y	2015.00	NA	1.00	11.80	NA	12.80	12.80	12.10	12.30																					
SJM	197.00	ABCO	55.00	75.00	N	2015.00	NA	1.00	17.50	NA	18.10	17.90	18.30	18.80																					
SJM	198.00	ABCO	63.00	83.00	N	2015.00	NA	1.00	63.70	NA	63.50	65.90	64.70	65.00																					
SJM	199.00	ABMA	59.00	72.00	Y	2015.00	NA	1.00	86.50	NA	85.70	86.60	86.30	87.10																					
SJM	200.00	ABCO	61.00	53.00	N	2015.00	NA	1.00	1.80	NA	2.20	2.30	2.90	3.20																					
SJM	201.00	ABMA	53.00	88.00	N	2015.00	2019.00	1.00	13.70	NA	13.60	13.50	13.70	NA																					
SJM	202.00	ABMA	21.00	87.00	N	2015.00	NA	1.00	19.10	NA	19.10	19.30	19.60	19.90																					
SJM	203.00	ABMA	54.00	91.00	N	2015.00	NA	1.00	4.30	NA	4.50	4.40	4.70	5.10																					
SJM	208.00	ABMA	24.00	82.00	N	2015.00	NA	1.00	20.10	NA	21.10	20.80	20.80	21.00																					
SJM	209.00	ABMA	27.00	84.00	N	2015.00	NA	1.00	23.60	NA	23.80	24.10	24.40	24.50																					
SJM	210.00	ABCO	32.50	83.00	N	2015.00	NA	1.00	19.00	NA	19.80	20.00	20.80	21.50																					
SJM	211.00	ABMA	22.00	82.00	N	2015.00	NA	1.00	18.10	NA	17.00	18.00	16.90	17.90																					
SJM	213.00	ABMA	65.00	68.00	N	2015.00	NA	1.00	1.30	NA	2.20	2.00	2.50	NA																					
SJM	214.00	ABCO	48.00	93.00	N	2015.00	NA	1.00	8.70	NA	8.80	9.50	9.30	9.80																					
SJM	215.00	ABMA	66.00	69.00	N	2015.00	NA	1.00	5.90	NA	6.30	6.10	6.80	NA																					
SJM	216.00	ABMA	66.00	69.00	N	2018.00	NA	2.00	NA	NA	NA	NA	2.10	NA																					
SJM	216.00	ABMA	76.00	64.00	N	2015.00	NA	1.00	72.50	NA	74.20	79.00	73.60	77.50																					
SJM	218.00	ABMA	50.00	68.00	N	2015.00	NA	1.00	119.10	NA	123.10	119.40	126.70	123.50																					
SJM	219.00	ABMA	49.00	87.00	N	2015.00	NA	1.00	30.20	NA	29.80	31.20	29.60	31.50																					
SJM	220.00	ABMA	49.00	91.50	N	2015.00	NA	1.00	54.20	NA	54.70	55.30	55.40	36.50																					
SJM	221.00	PIMO	61.00	62.00	N	2015.00	NA	1.00	8.30	NA	9.00	8.30	10.50	9.00																					
SJM	222.00	PIMO	23.00	76.00	N	2015.00	NA	1.00	72.80	NA	70.40	73.20	71.50	71.50																					
SJM	223.00	ABMA	8.00	79.00	N	2015.00	NA	1.00	11.40	NA	11.50	11.00	11.90	12.20																					
SJM	224.00	ABMA	70.00	60.00	N	2015.00	NA	1.00	10.80	NA	11.10	11.10	12.00	13.00																					
SJM	225.00	ABMA	34.00	87.00	N	2015.00	NA	1.00	15.00	NA	13.80	12.90	14.50	14.90																					
SJM	226.00	ABMA	68.00	60.00	N	2015.00	NA	1.00	91.00	NA	81.50	88.90	85.00	87.50																					
SJM	227.00	ABMA	17.00	90.00	N	2015.00	NA	1.00	3.00	NA	3.40	3.40	4.40	5.20																					
SJM	228.00	ABMA	76.00	62.50	N	2015.00	NA	1.00	35.90	NA	35.50	35.60	35.40	36.20																					
SJM	229.00	ABMA	6.00	75.00	N	2015.00	NA	1.00	8.70	NA	9.30	9.50	9.50	9.20																					
SJM	230.00	ABCO	76.00	62.00	N	2015.00	NA	1.00	72.20	NA	71.20	74.90	71.50	73.50																					
SJM	231.00	ABMA	30.00	76.00	N	2015.00	NA	1.00	85.20	NA	81.60	83.00	84.10	87.30																					
SJM	232.00	ABMA	30.00	78.00	N	2015.00	NA	1.00	26.50	NA	26.00	26.90	25.90	26.70																					
SJM	233.00	ABCO	35.50	78.00	N	2015.00	NA	1.00	41.00	NA	41.50	42.00	41.20	41.80																					
SJM	234.00	ABMA	41.00	88.50	N	2015.00	NA	1.00	40.00	NA	40.10	40.30	40.50	41.30																					
SJM	235.00	ABCO	40.00	76.00	N	2015.00	NA	1.00	101.20	NA	98.90	97.20	105.00	102.40																					
SJM	236.00	PIMO	9.00	79.00	N	2015.00	NA	1.00	2.00	NA	1.60	2.20	2.50	2.70																					
SJM	237.00	PIMO	44.00	94.00	N	2015.00	NA	1.00	19.00	NA	19.50	19.10	19.60	20.50																					
SJM	238.00	ABCO	32.50	81.00	N	2015.00	2016.00	1.00	35.70	NA	35.70	NA	NA	NA																					
SJM	239.00	ABCO	20.00	76.00	N	2015.00	NA	1.00	126.30	NA	124.90	123.30	125.70	126.40																					
SJM	240.00	ABCO	33.00	61.00	N	2015.00	NA	1.00	7.20	NA	6.90	6.90	7.60	NA																					
SJM	241.00	ABMA	36.00	63.00	N	2015.00	NA	1.00	8.60	NA	9.80	10.10	9.50	7.90																					
SJM	242.00	ABMA	31.00	65.00	N	2015.00	NA	1.00	13.40	NA	13.60	13.00	14.10	15.30																					
SJM	243.00	ABMA	36.00	60.00	N	2015.00	NA	1.00	80.30	NA	84.70	80.90	83.90	81.00																					
SJM	244.00	ABMA	7.00	68.00	N	2015.00	2019.00	1.00	10.40	NA	11.00	10.50	10.10	NA																					
SJM	245.00	ABCO	29.00	35.00	N	2015.00	NA	1.00	18.70	NA	18.80	18.80	18.90	18.80																					
SJM	246.00	ABCO	14.00	63.00	N	2015.00	NA	1.00	3.20	NA	3.40	3.20	3.20	3.80																					
SJM	247.00	ABCO	7.00	67.00	N	2015.00	NA	1.00	33.40	NA	33.80	33.60	34.70	35.80																					
SJM	248.00	ABCO	9.00	51.00	N	2015.00	NA	1.00	18.50	NA	18.10	NA	18.90	19.60																					
SJM	249.00	ABMA	15.00	54.00	N	2015.00	NA	1.00	11.80	NA	12.10	NA	11.70	12.00																					
SJM	250.00	ABMA	17.00	53.00	N	2015.00	2016.00	1.00	39.20	NA	38.90	NA	NA	NA																					
SJM	251.00	ABMA	17.50	53.50	N	2015.00	2017.00	1.00	11.80	NA	11.70	11.70	NA	NA																					
SJM	252.00	ABCO	20.00	63.00	N	2015.00	NA	1.00	132.80	NA	133.00	122.80	154.00	132.50																					
SJM	253.00	ABMA	38.00	59.00	N	2015.00	NA	1.00	38.30	NA	37.90	38.00	38.20	38.60																					
SJM	254.00	PIMO	38.00	61.00	N	2015.00	NA	1.00	2.50	NA	2.50	2.40	2.60	2.80																					
SJM	255.00	ABMA	11.00	80.00	N	2015.00	NA	1.00	131.70	NA	113.60	112.50	111.90	111.70																					
SJM	255.00	ABMA	11.00	80.00	N	2015.00	NA	2.00	NA	NA	44.20	41.50	42.40	42.10																					
SJM	258.00	ABMA	15.00	90.00	N	2015.00	NA	1.00	2.50	NA	2.70	2.70	3.70	4.00																					
SJM	259.00	ABMA	31.00	55.00	N	2015.00	NA	1.00	18.40	NA	18.60	18.30	18.70	19.10																					
SJM	260.00	ABMA	19.00	70.00	N	2015.00	NA	1.00	99.50	NA	95.50	100.30	99.80	98.90																					
SJM	261.00	ABMA	36.00	50.00	N	2015.00	NA	1.00	14.60	NA	14.70	14.40	15.00	15.10																					
SJM	262.00	ABCO	41.00	67.00	Y	2015.00	NA	1.00	95.70	NA	96.60	95.70	NA	97.90																					
SJM	264.00	ABMA	30.50	55.50	N	2015.00	2018.00	1.00	10.90	NA	11.40	10.70	11.10	NA																					
SJM	265.00	ABMA	22.00	67.00	N	2015.00	NA	1.00	87.30	NA	85.50	82.10	86.40	90.60																					
SJM	266.00	ABCO	19.50	58.50	N	2015.00	NA	1.00	70.20	NA	73.20	70.50	73.50	75.30																					
SJM	267.00	ABMA	36.00	56.00	N	2015.00	NA	1.00	16.10	NA	16.00	15.00	16.30	16.50																					
SJM	268.00	ABCO	32.50	59.50	N	2015.00	NA	1.00	3.20	NA	2.50	3.20	3.30	3.20																					
SJM	269.00	ABCO	33.00	60.00	N	2015.00	NA	1.00	7.70	NA	7.30	7.50	6.80	6.80																					
SJM	270.00	ABCO	33.00	59.00	Y	2015.00	NA	1.00	17.60	NA	17.20	18.50	18.30	18.00																					
SJM	271.00	ABMA	32.50	58.00	Y	2015.00	NA	1.00	21.80	NA	19.70	21.10	NA	20.50																					
SJM	272.00	ABMA	79.00	3.00	N	2016.00	NA	1.00	NA	NA	48.20	48.50	48.00	49.50																					
SJM	273.00	ABCO	78.00	0.00	N	2016.00	NA	1.00	NA	NA	60.40	60.20	60.00	60.50																					
SJM	274.00	ABMA	70.00	3.00	N	2016.00	NA	1.00	NA	NA	36.10	34.50	35.00	35.60																					
SJM	275.00	ABMA	70.00	5.50	N	2016.00	NA	1.00	NA	NA	103.00	104.80	103.30	103.40																					
SJM	276.00	PIMO	70.00	6.00	N	2016.00	NA	1.00	NA	NA	99.50	96.80	97.30	99.60																					
SJM	277.00	PICO	75.00	14.00	N	2016.00	NA	1.00	NA	NA	4.40	4.40	4.60	4.90																					
SJM	278.00	PIMO	78.00	13.00	N	2016.00	NA	1.00	NA	NA	1.90	1.90	2.00	2.30																					
SJM	279.00	ABMA	58.00	1.00	N	2016.00	NA	1.00	NA	NA	68.50	69.00	68.60	68.90																					
SJM	280.00	ABMA	60.00	3.00	N	2016.00	NA	1.00	NA	NA	134.00	136.10	131.60	132.00																					
SJM	281.00	ABMA	65.00	1.00	N	2016.00	NA	1.00	NA	NA	37.30	33.40	37.40	37.30																					
SJM	282.00	ABMA	45.00	6.00	N	2016.00	NA	1.00	NA	NA	4.30	4.30	4.70	5.00																					
SJM	283.00	ABMA	24.00	4.00	N	2016.00	NA	1.00	NA	NA	1.40	1.40	2.00	2.70																					
SJM	284.00	ABMA	23.00	19.00	N	2016.00	NA	1.00	NA	NA	1.00	1.50	1.50	NA																					
SJM	285.00	ABMA	24.00	18.00	N	2016.00	NA	1.00	NA	NA	1.10	1.20	1.10	2.70																					
SJM	286.00	ABMA	12.00	2.00	N	2016.00	2019.00	1.00	NA	NA	1.90	1.80	2.30	NA																					
SJM	287.00	ABMA	14.50	2.00	N	2016.00	NA	1.00	NA	NA	1.80	2.00	NA	2.50																					
SJM	288.00	ABMA	15.00	4.00	N	2016.00	NA	1.00	NA	NA	1.30	2.30	1.70	2.00																					
SJM	289.00	ABMA	9.00	17.50	N	2016.00	NA	1.00	NA	NA	2.30	2.40	2.40	7.50																					
SJM	290.00	ABCO	19.00	50.00	Y	2015.00	NA	1.00	14.40	NA	15.30	15.80	16.20	17.00																					
SJM	292.00	ABMA	19.00	49.00	N	2015.00	NA	1.00	10.50	NA	10.20	10.20	10.30	10.80																					
SJM	293.00	ABCO	37.00	54.00	N	2015.00	NA	1.00	65.80	NA	66.10	67.30	71.80	69.00																					
SJM	294.00	ABMA	16.00	48.00	N	2015.00	NA	1.00	13.00	NA	10.70	12.00	11.20	11.60																					
SJM	295.00	ABMA	17.50	48.00	N	2015.00	NA	1.00	3.20	NA	2.90	3.40	2.90	3.10																					
SJM	296.00	ABMA	26.00	45.00	N	2015.00	NA	1.00	22.70	NA	23.30	22.50	23.10	23.20																					
SJM	297.00	ABMA	18.00	47.00	N	2015.00	NA	1.00	9.50	NA	9.00	9.20	9.40	10.70																					
SJM	298.00	ABMA	26.00	45.50	N	2015.00	NA	1.00	11.40	NA	11.50	11.50	11.60	11.50																					
SJM	300.00	ABCO	27.00	51.00	N	2015.00	NA	1.00	180.00	NA	156.52	156.00	173.00	163.00																					
SJM	301.00	ABMA	78.00	3.00	N	2016.00	NA	1.00	NA	NA	36.00	36.50	36.40	36.90																					
SJM	302.00	ABCO	79.00	5.00	N	2016.00	2019.00	1.00	NA	NA	8.50	8.30	8.50	NA																					
SJM	303.00	ABMA	33.00	5.00	N	2016.00	2018.00	1.00	NA	NA	8.40	8.60	7.20	NA																					
SJM	304.00	ABCO	72.00	40.00	N	2016.00	NA	1.00	NA	NA	2.20	2.40	2.90	3.20																					
SJM	305.00	PIMO	80.00	46.00	Y	2015.00	NA	1.00	97.20	NA	97.40	96.50	99.00	99.50																					
SJM	306.00	ABMA	68.00	76.00	N	2015.00	NA	1.00	22.70	NA	23.10	23.10	23.30	24.80																					
SJM	307.00	PICO	77.00	95.00	N	2016.00	NA	1.00	NA	NA	39.40	39.70	39.50	40.20																					
SJM	308.00	PICO	75.00	95.00	N	2016.00	NA	1.00	NA	NA	68.30	67.90	68.50	68.50																					
SJM	309.00	ABMA	79.00	100.00	N	2016.00	NA	1.00	NA	NA	56.00	57.90	56.30	57.20																					
SJM	310.00	ABMA	70.00	96.00	N	2016.00	NA	1.00	NA	NA	26.40	26.30	26.20	26.50																					
SJM	311.00	ABCO	67.00	98.00	N	2016.00	NA	1.00	NA	NA	31.70	32.10	32.50	33.50																					
SJM	312.00	ABMA	66.00	98.00	N	2016.00	NA	1.00	NA	NA	33.50	23.60	23.90	24.80																					
SJM	313.00	ABMA	65.00	98.00	N	2016.00	NA	1.00	NA	NA	10.70	11.00	10.80	11.50																					
SJM	314.00	ABMA	65.00	99.00	N	2016.00	2017.00	1.00	NA	NA	1.30	1.30	NA	NA																					
SJM	315.00	ABCO	64.00	99.50	N	2016.00	NA	1.00	NA	NA	20.10	20.30	20.80	21.50																					
SJM	316.00	ABMA	69.00	95.00	N	2016.00	NA	1.00	NA	NA	16.00	15.20	16.30	16.50																					
SJM	317.00	ABMA	61.00	99.00	N	2016.00	NA	1.00	NA	NA	20.00	21.00	20.90	21.80																					
SJM	318.00	ABMA	61.00	97.00	N	2016.00	2019.00	1.00	NA	NA	1.20	1.30	1.20	NA																					
SJM	319.00	ABMA	62.50	95.50	N	2016.00	2018.00	1.00	NA	NA	20.10	5.80	5.20	NA																					
SJM	320.00	ABMA	63.00	97.00	N	2016.00	NA	1.00	NA	NA	26.10	26.90	26.10	27.10																					
SJM	321.00	ABCO	2.00	98.00	N	2016.00	NA	1.00	NA	NA	38.20	38.20	39.40	39.50																					
SJM	322.00	ABMA	0.00	94.00	N	2016.00	NA	1.00	NA	NA	105.90	107.30	106.80	106.40																					
SJM	323.00	ABMA	0.50	93.00	N	2016.00	NA	1.00	NA	NA	42.40	43.10	42.30	43.10																					
SJM	324.00	ABCO	1.00	94.00	N	2016.00	NA	1.00	NA	NA	6.20	5.80	6.10	6.00																					
SJM	325.00	ABCO	0.50	94.00	N	2016.00	NA	1.00	NA	NA	22.30	22.50	22.80	23.50																					
SJM	326.00	ABMA	0.00	98.00	N	2016.00	NA	1.00	NA	NA	28.30	28.00	28.30	28.90																					
SJM	327.00	ABCO	7.00	99.00	N	2016.00	NA	1.00	NA	NA	12.70	12.80	13.00	14.20																					
SJM	328.00	ABMA	13.00	95.00	N	2016.00	NA	1.00	NA	NA	6.50	5.50	6.60	6.30																					
SJM	329.00	ABCO	37.00	98.00	N	2016.00	NA	1.00	NA	NA	14.70	14.80	15.80	15.90																					
SJM	330.00	ABCO	36.00	99.00	N	2016.00	NA	1.00	NA	NA	10.90	10.90	10.90	11.00																					
SJM	331.00	ABMA	35.00	100.00	N	2016.00	2019.00	1.00	NA	NA	57.00	56.70	54.00	NA																					
SJM	332.00	ABMA	35.00	97.00	N	2016.00	NA	1.00	NA	NA	23.30	23.20	23.90	23.80																					
SJM	333.00	ABCO	34.00	95.00	N	2016.00	NA	1.00	NA	NA	41.50	41.30	41.30	42.30																					
SJM	334.00	ABMA	33.00	97.00	N	2016.00	NA	1.00	NA	NA	135.70	136.00	137.10	138.00																					
SJM	335.00	ABCO	33.00	99.00	N	2016.00	NA	1.00	NA	NA	27.50	27.90	27.80	28.30																					
SJM	336.00	ABCO	30.00	97.00	N	2016.00	NA	1.00	NA	NA	24.40	25.00	25.50	26.50																					
SJM	337.00	ABMA	20.00	97.00	N	2016.00	NA	1.00	NA	NA	17.20	17.00	17.00	17.80																					
SJM	338.00	ABCO	42.00	97.00	N	2016.00	NA	1.00	NA	NA	2.80	2.60	3.10	4.40																					
SJM	339.00	ABMA	41.50	97.50	N	2016.00	NA	1.00	NA	NA	22.70	22.70	23.00	23.50																					
SJM	340.00	PIMO	42.00	98.00	N	2016.00	NA	1.00	NA	NA	20.20	20.30	20.30	20.80																					
SJM	341.00	ABMA	41.50	97.50	N	2016.00	2018.00	1.00	NA	NA	8.70	8.40	9.20	NA																					
SJM	342.00	ABMA	44.00	97.00	N	2016.00	NA	1.00	NA	NA	4.00	3.90	4.50	4.20																					
SJM	343.00	ABMA	48.00	96.00	N	2016.00	NA	1.00	NA	NA	2.50	3.20	3.20	3.60																					
SJM	344.00	ABMA	53.00	94.00	N	2016.00	NA	1.00	NA	NA	2.50	2.50	3.10	3.50																					
SJM	345.00	ABCO	58.00	100.00	N	2016.00	NA	1.00	NA	NA	30.50	30.90	31.80	33.20																					
SJM	346.00	PIMO	57.00	65.00	Y	2015.00	NA	1.00	20.70	NA	20.50	21.30	21.30																						
SJM	347.00	PIMO	51.00	61.00	N	2016.00	NA	1.00	NA	NA	5.80	6.60	6.70	6.70																					
SJM	348.00	ABMA	57.00	60.00	N	2016.00	NA	1.00	NA	NA	5.20	4.30	6.10	8.00																					
SJM	349.00	PIMO	60.00	60.00	N	2016.00	NA	1.00	NA	NA	7.60	7.40	7.20																						
SJM	350.00	ABCO	1.00	64.00	N	2016.00	NA	1.00	NA	NA	44.10	44.30	45.20	46.10																					
SJM	351.00	ABCO	6.00	62.00	N	2016.00	NA	1.00	NA	NA	51.30	51.60	54.50	55.00																					
SJM	352.00	ABMA	3.00	62.00	N	2016.00	NA	1.00	NA	NA	9.00	9.00	9.50	9.50																					
SJM	353.00	ABMA	5.00	71.00	N	2016.00	NA	1.00	NA	NA	15.90	16.70	16.20	16.80																					
SJM	354.00	ABMA	4.00	69.00	N	2016.00	NA	1.00	NA	NA	20.00	NA	20.40	20.50																					
SJM	355.00	ABMA	13.00	63.00	N	2016.00	NA	1.00	NA	NA	1.90	2.00	1.80	2.00																					
SJM	356.00	ABCO	32.50	58.50	N	2016.00	NA	1.00	NA	NA	2.00	2.00	2.20	2.20																					
SJM	357.00	ABCO	17.00	54.00	N	2016.00	NA	1.00	NA	NA	2.50	2.60	3.50	3.10																					
SJM	358.00	ABMA	6.00	50.00	N	2016.00	NA	1.00	NA	NA	70.70	75.80	71.40	72.30																					
SJM	359.00	ABMA	5.00	52.00	N	2016.00	NA	1.00	NA	NA	4.80	18.70	15.40	16.20																					
SJM	360.00	ABMA	47.00	13.00	N	2016.00	NA	1.00	NA	NA	7.00	8.50	2.80	3.00																					
SJM	361.00	ABMA	2.00	52.00	N	2016.00	NA	1.00	NA	NA	2.90	2.50	2.80	3.50																					
SJM	362.00	ABMA	4.00	55.00	N	2016.00	NA	1.00	NA	NA	9.70	9.60	9.30	9.40																					
SJM	363.00	PIMO	0.00	54.00	N	2016.00	NA	1.00	NA	NA	27.00	27.90	27.90	27.80																					
SJM	364.00	ABMA	5.50	56.00	N	2016.00	NA	1.00	NA	NA	2.70	2.50	2.90	3.20																					
SJM	365.00	ABMA	6.00	60.00	N	2016.00	NA	1.00	NA	NA	2.00	1.90	2.00	2.80																					
SJM	366.00	ABMA	32.00	73.00	N	2017.00	NA	1.00	NA	NA	NA	1.60	2.30	NA																					
SJM	375.00	ABMA	60.00	56.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.40	1.80																					
SJM	376.00	ABMA	61.00	56.00	N	2018.00	NA	1.00	NA	NA	NA	NA	2.20	2.90																					
SJM	377.00	ABXX	61.00	53.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.80	2.30																					
SJM	401.00	ABCO	23.50	63.00	N	2018.00	NA	1.00	NA	NA	NA	NA	3.20	NA																					
SJM	402.00	ABMA	23.00	63.00	N	2018.00	NA	1.00	NA	NA	NA	NA	2.40	NA																					
SJM	403.00	ABMA	8.00	68.00	N	2018.00	NA	1.00	NA	NA	NA	NA	2.40	2.10																					
SJM	404.00	ABMA	0.00	65.00	N	2018.00	NA	1.00	NA	NA	NA	NA	3.40	3.80																					
SJM	405.00	ABCO	1.00	96.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.80	1.70																					
SJM	406.00	PIMO	60.00	98.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.00	2.10																					
SJM	407.00	ABMA	65.00	95.00	N	2018.00	NA	1.00	NA	NA	NA	NA	21.70	22.30																					
SJM	408.00	ABMA	62.00	60.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.50	2.10																					
SJM	409.00	ABMA	61.00	62.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.50	1.80																					
SJM	410.00	PIMO	61.00	61.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.60	1.80																					
SJM	411.00	ABMA	62.00	61.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.30	1.90																					
SJM	412.00	ABCO	60.00	61.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.00	1.80																					
SJM	413.00	ABMA	60.00	56.00	N	2018.00	NA	1.00	NA	NA	NA	NA	2.30	2.40																					
SJM	414.00	ABCO	54.00	59.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.70	1.90																					
SJM	415.00	ABXX	45.00	65.00	N	2018.00	NA	1.00	NA	NA	NA	NA	NA	NA																					
SJM	0.00	ABXX	78.00	6.00	N	2016.00	2014.00	1.00	NA	NA	6.50	NA	NA	NA																					
SJM	0.00	ABXX	52.00	3.00	N	2016.00	2014.00	1.00	NA	NA	87.00	NA	NA	NA																					
SJM	0.00	ABXX	54.00	16.00	N	2016.00	2014.00	1.00	NA	NA	79.00	NA	NA	NA																					
SJM	0.00	ABXX	71.00	34.00	N	2016.00	2014.00	1.00	NA	NA	58.50	NA	NA	NA																					
SJM	0.00	ABXX	65.00	35.00	N	2016.00	2014.00	1.00	NA	NA	49.90	NA	NA	NA																					
SJM	0.00	PIMO	53.00	30.00	N	2016.00	2014.00	1.00	NA	NA	7.30	NA	NA	NA																					
SJM	0.00	PIXX	27.00	16.00	N	2016.00	2014.00	1.00	NA	NA	25.60	NA	NA	NA																					
SJM	0.00	ABXX	29.00	10.00	N	2016.00	2014.00	1.00	NA	NA	75.50	NA	NA	NA																					
SJM	0.00	ABXX	30.00	9.50	N	2016.00	2014.00	1.00	NA	NA	68.80	NA	NA	NA																					
SJM	0.00	ABMA	11.00	13.00	N	2016.00	2014.00	1.00	NA	NA	5.20	NA	NA	NA																					
SJM	0.00	ABXX	5.00	4.00	N	2016.00	2014.00	1.00	NA	NA	67.50	NA	NA	NA																					
SJM	0.00	ABXX	2.00	18.00	N	2016.00	2014.00	1.00	NA	NA	26.00	NA	NA	NA																					
SJM	0.00	ABXX	27.00	24.50	N	2016.00	2014.00	1.00	NA	NA	70.50	NA	NA	NA																					
SJM	0.00	ABXX	45.00	35.00	N	2016.00	2014.00	1.00	NA	NA	47.50	NA	NA	NA																					
SJM	0.00	ABXX	68.00	59.00	N	2016.00	2014.00	1.00	NA	NA	31.90	NA	NA	NA																					
SJM	0.00	ABMA	68.00	76.00	N	2016.00	2014.00	1.00	NA	NA	66.50	NA	NA	NA																					
SJM	0.00	ABXX	67.00	91.00	N	2016.00	2014.00	1.00	NA	NA	54.30	NA	NA	NA																					
SJM	0.00	Too hard to tell	66.00	90.50	N	2016.00	2014.00	1.00	NA	NA	20.70	NA	NA	NA																					
SJM	0.00	ABXX	17.00	99.00	N	2016.00	2014.00	1.00	NA	NA	56.80	NA	NA	NA																					
SJM	0.00	ABMA	50.00	93.00	N	2016.00	2014.00	1.00	NA	NA	139.50	NA	NA	NA																					
SJM	0.00	ABXX	25.00	85.00	N	2016.00	2014.00	1.00	NA	NA	67.40	NA	NA	NA																					
SJM	0.00	ABXX	54.50	93.00	N	2016.00	2014.00	1.00	NA	NA	40.00	NA	NA	NA																					
